SqFt,Bedrooms,BHK,Bathrooms,HouseAgeYears,DistanceToCityKm,SchoolRating,CrimeIndex,Latitude,Longitude,SellerName,ContactNumber,Address,PriceUSD
1027.0,5,5,3.5,10,0.5,2,17.3,21.14916,79.09141,Neha Patel,+91 697617 3668,"582, Sunrise Boulevard, Manish Nagar",226087.0
1343.0,2,2,3.5,77,1.0,4,94.4,21.13807,79.08318,Priya Deshmukh,+91 983044 3456,"235, Hill Top Road, Gandhibagh",177575.0
1297.0,2,2,2.0,16,0.5,7,55.1,21.14137,79.08908,Ritu Sharma,+91 736966 2305,"337, Ring Road, Pratap Nagar",235715.0
1514.0,4,4,2.0,31,2.2,5,36.6,21.15889,79.07203,Kavya Rao,+91 707981 6407,"643, College Road, Civil Lines",279746.0
2660.0,1,1,2.5,62,26.9,2,19.9,21.3881,79.09745,Vikram Sharma,+91 984908 6650,"299, Ring Road, Hingna Road",325234.0
2230.0,2,2,2.5,16,6.4,4,99.5,21.19323,79.05386,Suman Gupta,+91 649404 1460,"438, College Road, Dharampeth",362028.0
1810.0,1,1,3.0,43,7.4,2,71.9,21.20987,79.0675,Ananya Patel,+91 645706 6016,"319, Market Street, Wardha Road",244724.0
1500.0,2,2,3.0,62,0.8,10,21.8,21.14023,79.0828,Vikram Iyer,+91 788786 1532,"362, Station Road, Sitabuldi",231693.0
1518.0,3,3,3.0,1,8.9,9,9.1,21.16792,79.17067,Sanjay Deshmukh,+91 610716 3432,"711, Green Valley Road, Ramdaspeth",336131.0
2013.0,1,1,3.5,2,3.8,4,19.9,21.15464,79.12379,Kabir Nair,+91 847579 4815,"292, College Road, Sitabuldi",293203.0
2180.0,2,2,3.5,63,48.5,3,24.8,21.57008,78.97816,Kabir Sharma,+91 940875 6772,"549, Park Avenue, Wardha Road",220695.0
1210.0,4,4,2.5,21,5.1,2,11.1,21.19093,79.07992,Ishaan Patel,+91 743919 3718,"791, Station Road, Gandhibagh",234463.0
1824.0,5,5,1.0,72,16.0,8,23.0,21.27483,79.15644,Riya Reddy,+91 959398 0342,"623, Market Street, Wardha Road",288491.0
479.0,1,1,2.0,74,2.2,10,11.7,21.12606,79.08372,Vikram Reddy,+91 680224 6064,"759, Lake View Lane, Gandhibagh",91278.0
1938.0,4,4,3.0,70,11.8,3,37.8,21.16166,79.20123,Vikram Joshi,+91 860852 7431,"470, Ring Road, Laxmi Nagar",257831.0
2295.0,1,1,3.0,79,5.5,7,48.6,21.12319,79.13521,Diya Iyer,+91 842731 7884,"465, College Road, Civil Lines",279554.0
1618.0,3,3,2.0,65,1.4,3,45.5,21.13344,79.08882,Rahul Deshmukh,+91 732318 2736,"27, Hill Top Road, Pratap Nagar",258290.0
2981.0,5,5,3.5,30,7.0,10,82.9,21.182,79.03264,Aarav Gupta,+91 994932 7103,"704, Station Road, Civil Lines",486622.0
1227.0,4,4,1.0,79,1.8,3,25.4,21.1335,79.09896,Sneha Kulkarni,+91 754056 2530,"686, Park Avenue, Sadar",166656.0
1941.0,2,2,2.0,27,1.9,1,88.7,21.13415,79.07458,Neha Verma,+91 974910 7899,"510, Lake View Lane, Civil Lines",292360.0
1777.0,2,2,3.0,46,35.1,9,90.8,21.01063,78.78136,Sanjay Bose,+91 836048 6897,"723, College Road, Ramdaspeth",242956.0
1735.0,4,4,2.5,0,4.1,10,96.0,21.17973,79.07299,Suman Bose,+91 663505 9148,"658, Green Valley Road, Civil Lines",292759.0
1726.0,5,5,3.5,77,8.8,4,18.1,21.0778,79.0439,Meera Reddy,+91 935776 0079,"180, Market Street, Trimurti Nagar",225785.0
1870.0,2,2,2.0,47,2.8,10,24.6,21.16501,79.10531,Riya Gupta,+91 625014 0550,"224, Park Avenue, Trimurti Nagar",283483.0
2351.0,1,1,2.0,75,16.1,3,62.4,21.12315,78.93421,Ritu Sharma,+91 654025 8464,"649, Ring Road, Hingna Road",262375.0
2696.0,3,3,2.5,28,2.6,3,14.1,21.16156,79.1071,Ananya Bose,+91 989425 8537,"98, Park Avenue, Gandhibagh",440849.0
1799.0,4,4,3.0,25,16.2,6,8.6,21.19525,78.94051,Ishaan Sharma,+91 912199 9082,"876, Park Avenue, Civil Lines",295130.0
2330.0,3,3,1.5,41,26.9,7,7.4,20.98415,78.89474,Kavya Sharma,+91 793367 3808,"348, MG Road, Laxmi Nagar",297443.0
1344.0,5,5,1.5,69,11.6,4,60.6,21.23277,79.15114,Ananya Verma,+91 855808 2973,"602, Green Valley Road, Pratap Nagar",205278.0
2298.0,5,5,2.0,43,10.9,8,80.5,21.24281,79.10661,Sneha Reddy,+91 801106 8779,"521, Lake View Lane, Dharampeth",312012.0
1305.0,4,4,1.5,63,13.9,8,25.9,21.02999,79.14033,Vikram Bose,+91 860474 3473,"668, Park Avenue, Trimurti Nagar",230767.0
2509.0,1,1,2.0,17,1.2,2,93.4,21.15646,79.08779,Kavya Patel,+91 934422 1729,"355, College Road, Sitabuldi",312324.0
3237.0,5,5,2.0,62,14.3,10,79.2,21.21847,79.20199,Sai Joshi,+91 696987 3831,"700, Station Road, Dharampeth",430200.0
1721.0,4,4,1.5,58,4.5,2,7.7,21.18101,79.06723,Meera Mehta,+91 651009 0378,"173, Green Valley Road, Hingna Road",276107.0
400.0,2,2,2.0,71,6.3,6,40.7,21.12321,79.14432,Priya Deshmukh,+91 908996 5118,"324, Civil Lines, Dharampeth",135611.0
1444.0,3,3,2.0,4,4.8,5,6.8,21.10508,79.0721,Rohan Kulkarni,+91 888651 0243,"40, Station Road, Civil Lines",323643.0
2601.0,5,5,3.0,30,18.5,5,91.5,21.06958,78.92889,Vikram Bose,+91 857782 9832,"154, Park Avenue, Hingna Road",336193.0
2159.0,5,5,1.5,7,3.3,2,74.3,21.12084,79.10528,Sai Mehta,+91 789416 8417,"56, Station Road, Sadar",316810.0
1962.0,3,3,3.0,32,3.8,4,68.7,21.11697,79.06864,Kavya Agarwal,+91 778843 1189,"472, Market Street, Pratap Nagar",311458.0
2456.0,1,1,2.0,60,18.4,1,68.3,20.99228,79.15475,Anjali Reddy,+91 669373 3614,"74, Hill Top Road, Dharampeth",311416.0
2115.0,4,4,3.0,51,1.9,10,28.5,21.1313,79.07794,Rohan Nair,+91 744721 6099,"232, Hill Top Road, Sitabuldi",305733.0
2592.0,4,4,1.5,60,8.4,2,93.4,21.08876,79.14161,Priya Deshmukh,+91 636562 9858,"483, Green Valley Road, Sitabuldi",335361.0
2398.0,1,1,1.5,59,4.2,5,92.3,21.11933,79.05946,Rohan Chauhan,+91 737969 2053,"686, Ring Road, Sadar",295713.0
2789.0,5,5,2.5,79,6.9,3,73.9,21.20786,79.08196,Priya Sharma,+91 963819 2306,"25, Station Road, Wardha Road",327256.0
2033.0,2,2,2.5,70,3.3,2,46.9,21.15328,79.11857,Sai Nair,+91 669148 0523,"714, Ring Road, Civil Lines",243291.0
2388.0,5,5,2.5,46,10.6,4,4.7,21.20438,79.16884,Anjali Agarwal,+91 878063 7881,"519, Green Valley Road, Sadar",351719.0
1600.0,3,3,1.0,70,1.0,10,2.8,21.14513,79.07901,Sai Verma,+91 689737 0386,"9, College Road, Ramdaspeth",280806.0
1409.0,2,2,2.0,3,12.8,5,13.8,21.1254,79.21023,Riya Iyer,+91 825095 5323,"98, MG Road, Manish Nagar",265352.0
2909.0,1,1,3.5,57,2.0,10,59.6,21.12776,79.08935,Ishaan Joshi,+91 744454 3529,"953, Station Road, Trimurti Nagar",429024.0
1941.0,1,1,3.0,41,8.8,9,79.8,21.06785,79.10168,Priya Verma,+91 862697 7215,"450, Church Street, Sadar",308843.0
2323.0,4,4,1.0,76,4.1,5,94.8,21.11448,79.06799,Pooja Chauhan,+91 721938 7115,"924, Market Street, Civil Lines",311450.0
1880.0,2,2,2.0,40,8.7,10,17.5,21.10119,79.15716,Rahul Iyer,+91 962162 1334,"515, Park Avenue, Dharampeth",289252.0
1419.0,5,5,2.0,14,24.7,4,27.6,20.92382,79.06639,Arjun Deshmukh,+91 835502 5708,"132, MG Road, Pratap Nagar",224477.0
1807.0,2,2,2.5,57,8.0,6,5.4,21.21822,79.08412,Suman Nair,+91 806296 7808,"728, Hill Top Road, Wardha Road",297361.0
2733.0,5,5,3.0,76,16.4,7,98.9,21.14628,78.93023,Sanjay Nair,+91 805687 7900,"477, Church Street, Civil Lines",391267.0
2161.0,5,5,2.5,1,3.1,6,78.1,21.16172,79.06331,Diya Bose,+91 912483 8647,"378, Lake View Lane, Wardha Road",354156.0
688.0,1,1,3.0,5,12.7,9,48.1,21.24478,79.15061,Suman Agarwal,+91 840814 1769,"209, Green Valley Road, Pratap Nagar",133511.0
1660.0,4,4,3.0,52,2.1,2,57.6,21.16462,79.09174,Rohan Rao,+91 682221 9042,"444, Market Street, Pratap Nagar",266640.0
2958.0,5,5,1.5,44,8.0,5,56.2,21.21631,79.07122,Sai Nair,+91 608586 4257,"962, Park Avenue, Laxmi Nagar",432353.0
1661.0,2,2,3.0,43,12.5,7,25.4,21.24546,79.1438,Ritu Deshmukh,+91 802310 2358,"218, Green Valley Road, Civil Lines",292794.0
630.0,1,1,1.0,7,0.5,4,18.5,21.15021,79.08919,Suman Kulkarni,+91 783508 2063,"565, Ring Road, Sadar",129705.0
3030.0,5,5,2.0,45,4.5,9,29.7,21.12565,79.12548,Sanjay Bose,+91 844685 6871,"33, Lake View Lane, Pratap Nagar",448540.0
2244.0,3,3,2.5,45,3.9,4,24.7,21.17509,79.06736,Rohan Reddy,+91 834968 7952,"699, Green Valley Road, Laxmi Nagar",356956.0
1754.0,1,1,2.5,67,8.9,4,55.8,21.07504,79.12838,Kabir Verma,+91 640661 4777,"890, Market Street, Civil Lines",222343.0
1559.0,5,5,2.0,31,4.5,4,30.8,21.16177,79.12819,Sneha Patel,+91 803511 9551,"976, Church Street, Hingna Road",261393.0
2504.0,4,4,1.5,27,14.4,7,72.9,21.13101,79.22635,Vivaan Rao,+91 969912 5802,"810, Lake View Lane, Wardha Road",389352.0
1448.0,1,1,1.5,6,9.9,2,56.8,21.05728,79.09705,Suman Reddy,+91 717470 1541,"672, Park Avenue, Gandhibagh",174810.0
2546.0,2,2,3.0,45,13.8,2,53.2,21.07689,79.19947,Ritu Agarwal,+91 927081 7607,"582, Civil Lines, Civil Lines",383950.0
2152.0,1,1,3.5,51,4.5,8,95.1,21.13917,79.04493,Sanjay Chauhan,+91 943114 2850,"870, Church Street, Ramdaspeth",291010.0
1959.0,5,5,3.5,22,11.5,3,32.2,21.06853,79.01473,Suman Patel,+91 782686 4025,"10, Civil Lines, Trimurti Nagar",338336.0
1895.0,1,1,2.0,58,2.2,2,63.5,21.16095,79.07462,Kabir Bose,+91 990137 9159,"241, MG Road, Gandhibagh",248451.0
1686.0,4,4,3.0,75,43.6,3,0.0,21.30857,78.70469,Anjali Mehta,+91 997723 9610,"45, Hill Top Road, Pratap Nagar",206618.0
2480.0,3,3,2.0,13,2.3,4,73.7,21.12511,79.0883,Arjun Gupta,+91 981631 1580,"229, Lake View Lane, Manish Nagar",358564.0
1238.0,3,3,1.5,45,5.9,1,50.3,21.16227,79.1426,Aditya Gupta,+91 775751 4983,"223, Park Avenue, Ramdaspeth",206670.0
746.0,5,5,1.5,55,15.8,9,20.8,21.17826,79.23706,Arjun Patel,+91 890576 1179,"441, MG Road, Civil Lines",157026.0
2199.0,5,5,1.0,1,6.5,2,0.2,21.10467,79.13226,Vikram Rao,+91 878997 7735,"690, Sunrise Boulevard, Ramdaspeth",342433.0
2210.0,1,1,2.5,14,3.7,5,70.7,21.16728,79.11604,Ritu Verma,+91 725500 9503,"880, Market Street, Laxmi Nagar",367595.0
2112.0,1,1,3.0,31,11.2,3,66.3,21.04637,79.06858,Riya Verma,+91 887867 2872,"598, Station Road, Civil Lines",284799.0
2065.0,1,1,1.0,10,1.4,3,66.5,21.15793,79.09247,Kabir Deshmukh,+91 937264 2173,"40, Park Avenue, Laxmi Nagar",277571.0
1592.0,4,4,2.5,28,1.2,1,43.7,21.1537,79.08062,Riya Rao,+91 652109 3543,"99, Sunrise Boulevard, Sitabuldi",223812.0
2312.0,3,3,1.5,11,4.3,10,63.9,21.18326,79.07693,Kavya Rao,+91 989103 1080,"441, MG Road, Sadar",416414.0
1770.0,1,1,2.0,71,15.2,10,57.1,21.15409,78.94208,Kavya Reddy,+91 703547 7070,"612, Church Street, Hingna Road",230872.0
1483.0,2,2,2.0,47,10.0,2,23.9,21.06593,79.13297,Ananya Joshi,+91 993991 3194,"824, Market Street, Manish Nagar",266682.0
1597.0,3,3,1.0,26,6.7,2,51.9,21.10343,79.13394,Ishaan Iyer,+91 685850 4698,"374, Ring Road, Hingna Road",247473.0
3113.0,4,4,2.0,62,1.9,9,51.5,21.1627,79.09142,Ananya Sharma,+91 958989 3401,"178, Sunrise Boulevard, Laxmi Nagar",459242.0
672.0,2,2,1.5,1,6.1,5,82.4,21.19269,79.05732,Anjali Joshi,+91 783439 8795,"142, Ring Road, Sadar",142096.0
2125.0,5,5,3.5,47,6.5,1,43.3,21.09583,79.12076,Diya Verma,+91 916048 1577,"615, Church Street, Wardha Road",375527.0
709.0,5,5,3.0,54,4.9,2,43.6,21.1695,79.12844,Aarav Kulkarni,+91 753217 2602,"997, Church Street, Sitabuldi",96092.0
1730.0,4,4,3.0,64,3.2,5,98.4,21.16508,79.11109,Ananya Chauhan,+91 837044 3790,"70, College Road, Manish Nagar",263215.0
1518.0,3,3,3.5,17,3.3,6,89.4,21.14956,79.05696,Neha Kulkarni,+91 898813 6225,"10, Station Road, Sitabuldi",251871.0
445.0,5,5,1.0,47,0.5,7,24.2,21.14144,79.08941,Riya Joshi,+91 681094 0921,"11, College Road, Civil Lines",142660.0
2053.0,4,4,3.5,61,3.6,2,91.0,21.17368,79.07027,Sneha Bose,+91 667173 3601,"546, Market Street, Wardha Road",293223.0
1553.0,3,3,1.0,63,9.0,4,13.8,21.18001,79.16687,Priya Gupta,+91 889971 3878,"319, Hill Top Road, Manish Nagar",225197.0
436.0,3,3,3.0,14,1.9,3,85.3,21.14243,79.10587,Ishaan Deshmukh,+91 745777 0246,"824, Church Street, Pratap Nagar",122235.0
2346.0,5,5,3.0,78,0.9,6,18.3,21.14263,79.09661,Priya Gupta,+91 893762 1632,"805, Civil Lines, Manish Nagar",368791.0
2733.0,3,3,3.0,21,6.4,4,42.6,21.09868,79.05241,Aarav Sharma,+91 922019 1447,"502, Ring Road, Trimurti Nagar",368158.0
2769.0,1,1,3.0,31,12.8,3,98.4,21.0409,79.03689,Kavya Gupta,+91 938758 3451,"42, Civil Lines, Hingna Road",358290.0
2033.0,5,5,3.5,15,0.5,9,9.7,21.14398,79.09262,Priya Rao,+91 609001 5228,"570, Hill Top Road, Dharampeth",401603.0
1830.0,1,1,3.0,11,1.5,6,84.0,21.13535,79.07938,Ananya Sharma,+91 798309 5919,"365, Market Street, Manish Nagar",271491.0
2663.0,4,4,1.5,20,6.7,5,49.5,21.08737,79.10362,Sneha Reddy,+91 637174 9126,"835, Sunrise Boulevard, Wardha Road",440455.0
2894.0,4,4,1.5,10,19.5,2,11.1,21.18576,78.90457,Vikram Sharma,+91 888103 0449,"728, Station Road, Trimurti Nagar",436592.0
2537.0,3,3,3.5,58,6.8,1,95.2,21.20677,79.09729,Arjun Gupta,+91 803353 6866,"957, College Road, Dharampeth",350381.0
1188.0,1,1,1.5,47,5.8,8,54.9,21.10009,79.11617,Kavya Kulkarni,+91 918516 4969,"369, Sunrise Boulevard, Sadar",213117.0
1931.0,3,3,2.0,31,37.3,10,88.1,20.83827,78.94399,Kavya Patel,+91 792222 6948,"323, Church Street, Gandhibagh",250070.0
2086.0,5,5,1.0,43,17.7,6,86.9,21.3001,79.04621,Kavya Gupta,+91 772840 7822,"478, Park Avenue, Pratap Nagar",318091.0
624.0,2,2,2.5,48,4.3,1,1.5,21.11869,79.0585,Diya Patel,+91 879246 8018,"824, Station Road, Manish Nagar",167363.0
2105.0,4,4,3.0,14,23.3,5,26.5,20.95368,79.17963,Kabir Iyer,+91 657007 3948,"500, Hill Top Road, Dharampeth",337045.0
3277.0,5,5,3.5,23,10.9,3,33.7,21.2435,79.07474,Rohan Deshmukh,+91 656617 9335,"336, Lake View Lane, Sitabuldi",460564.0
2216.0,5,5,2.5,70,3.1,1,53.5,21.11799,79.09162,Aarav Joshi,+91 863298 5333,"907, Market Street, Trimurti Nagar",315110.0
2758.0,3,3,2.0,0,1.4,2,7.2,21.15128,79.10023,Vivaan Gupta,+91 750651 2299,"391, Market Street, Hingna Road",435257.0
1919.0,2,2,2.0,76,1.8,5,38.9,21.13411,79.07565,Sanjay Reddy,+91 776973 3644,"875, MG Road, Pratap Nagar",296792.0
1752.0,4,4,2.0,77,4.5,5,81.5,21.14553,79.1313,Vivaan Kulkarni,+91 999634 3434,"638, Ring Road, Wardha Road",249809.0
2048.0,3,3,2.0,20,1.3,6,17.3,21.13711,79.09655,Pooja Rao,+91 646852 1693,"64, Church Street, Pratap Nagar",326176.0
1270.0,4,4,3.0,25,24.7,7,70.1,20.98926,79.25744,Anjali Nair,+91 900297 7394,"492, College Road, Civil Lines",242010.0
1174.0,4,4,1.5,16,2.4,3,46.0,21.12636,79.07845,Kabir Agarwal,+91 849726 3610,"691, Sunrise Boulevard, Sadar",190118.0
2623.0,4,4,2.5,44,20.4,3,7.1,21.19016,78.89703,Priya Agarwal,+91 790410 7275,"914, Hill Top Road, Ramdaspeth",340554.0
2692.0,2,2,2.0,17,8.5,7,17.7,21.07693,79.05186,Ananya Gupta,+91 966147 2148,"542, Hill Top Road, Gandhibagh",369320.0
1156.0,4,4,2.5,63,19.6,2,14.1,21.30528,79.00617,Diya Kulkarni,+91 833173 1132,"15, Sunrise Boulevard, Gandhibagh",149328.0
2429.0,3,3,1.5,30,0.8,1,62.0,21.14346,79.08093,Ananya Deshmukh,+91 744430 7510,"354, Hill Top Road, Dharampeth",372064.0
1743.0,5,5,1.5,77,6.4,9,8.7,21.13167,79.0287,Ananya Chauhan,+91 799145 4852,"967, Hill Top Road, Civil Lines",327740.0
2021.0,4,4,2.5,68,2.0,3,82.3,21.14096,79.06979,Rahul Gupta,+91 778087 9904,"492, Market Street, Dharampeth",284783.0
2099.0,5,5,3.0,32,33.3,2,80.7,21.3032,78.81478,Diya Kulkarni,+91 900920 9412,"384, Green Valley Road, Pratap Nagar",277196.0
2446.0,5,5,3.5,47,17.0,8,8.0,21.26803,78.98942,Rohan Patel,+91 706938 3420,"879, Park Avenue, Pratap Nagar",383413.0
1854.0,5,5,3.0,1,2.6,6,88.8,21.16623,79.07609,Diya Nair,+91 615089 2214,"417, Station Road, Laxmi Nagar",291402.0
2717.0,4,4,3.0,5,25.6,2,95.9,21.37324,79.12725,Suman Verma,+91 893734 4946,"772, Hill Top Road, Civil Lines",408353.0
2001.0,3,3,2.0,40,10.9,9,4.3,21.18261,78.99111,Suman Mehta,+91 989811 4364,"21, College Road, Wardha Road",359951.0
2206.0,1,1,1.0,37,7.7,3,95.0,21.19233,79.14285,Vivaan Kulkarni,+91 740356 1652,"567, Civil Lines, Manish Nagar",285497.0
1258.0,2,2,2.5,31,15.4,7,27.9,21.06549,79.20921,Meera Nair,+91 984271 6642,"24, Church Street, Laxmi Nagar",189151.0
3203.0,3,3,3.0,7,7.0,7,66.5,21.17266,79.14971,Suman Nair,+91 722198 5866,"176, Lake View Lane, Laxmi Nagar",462830.0
2105.0,4,4,2.5,67,14.7,9,17.5,21.03278,79.16237,Rohan Gupta,+91 775516 4248,"544, College Road, Gandhibagh",306742.0
2263.0,3,3,3.5,32,8.6,8,81.7,21.22347,79.09278,Vivaan Deshmukh,+91 844281 8915,"618, Lake View Lane, Civil Lines",344900.0
755.0,3,3,1.0,37,0.5,8,84.2,21.14191,79.09136,Kabir Chauhan,+91 658360 8721,"119, MG Road, Ramdaspeth",165368.0
1265.0,1,1,1.5,32,4.2,1,97.8,21.10885,79.08071,Sai Verma,+91 918635 5046,"498, Civil Lines, Pratap Nagar",157047.0
2605.0,4,4,1.5,39,6.9,10,99.3,21.11601,79.14715,Ritu Reddy,+91 861918 9751,"406, Green Valley Road, Trimurti Nagar",345462.0
1986.0,3,3,1.5,51,8.8,2,7.6,21.08785,79.14672,Arjun Mehta,+91 735079 7942,"446, Civil Lines, Trimurti Nagar",339620.0
556.0,1,1,2.0,61,1.6,3,65.8,21.13207,79.08353,Sai Iyer,+91 604168 1553,"809, Station Road, Dharampeth",99756.0
2475.0,2,2,2.0,43,11.1,5,27.3,21.22759,79.15051,Arjun Sharma,+91 827206 0305,"942, Civil Lines, Ramdaspeth",357797.0
1447.0,5,5,2.0,13,7.7,3,12.6,21.12477,79.01737,Diya Sharma,+91 822347 9645,"75, Ring Road, Laxmi Nagar",253779.0
2717.0,1,1,1.5,69,13.7,6,14.9,21.25025,79.0173,Suman Gupta,+91 950478 0610,"991, Station Road, Manish Nagar",316625.0
1743.0,3,3,2.5,22,15.7,1,93.6,21.05291,79.20229,Aditya Bose,+91 701059 7719,"51, Lake View Lane, Gandhibagh",228569.0
1933.0,3,3,1.5,1,19.4,5,68.4,21.02019,79.21827,Neha Mehta,+91 650674 7653,"950, Hill Top Road, Ramdaspeth",270068.0
2566.0,1,1,2.0,3,4.0,4,5.0,21.17921,79.07295,Riya Gupta,+91 796472 9762,"615, Civil Lines, Gandhibagh",403175.0
1217.0,1,1,1.5,61,4.1,7,98.4,21.11303,79.06937,Aditya Sharma,+91 939718 1443,"738, Church Street, Pratap Nagar",194771.0
1155.0,5,5,1.0,30,14.3,6,80.8,21.25542,79.01538,Vivaan Deshmukh,+91 941668 4513,"243, Green Valley Road, Trimurti Nagar",211645.0
1672.0,3,3,1.5,1,0.9,8,30.9,21.13821,79.08426,Suman Iyer,+91 754920 8509,"598, Lake View Lane, Pratap Nagar",331374.0
2338.0,2,2,1.5,64,6.7,2,47.1,21.10639,79.03958,Arjun Iyer,+91 629332 1845,"592, Hill Top Road, Dharampeth",349127.0
935.0,1,1,2.0,24,1.5,10,72.7,21.14486,79.07361,Kabir Joshi,+91 634435 4776,"319, Civil Lines, Ramdaspeth",196782.0
716.0,3,3,2.0,78,3.3,4,67.6,21.1251,79.11136,Ananya Gupta,+91 818676 5519,"503, Civil Lines, Sadar",148735.0
2335.0,4,4,2.0,70,29.4,4,46.3,21.41019,79.09524,Vivaan Kulkarni,+91 689723 8266,"946, Civil Lines, Hingna Road",300548.0
1408.0,4,4,2.5,3,1.7,6,51.2,21.13145,79.09293,Ishaan Reddy,+91 810072 2950,"108, College Road, Sitabuldi",223033.0
1545.0,1,1,1.5,55,1.6,2,4.3,21.13234,79.08244,Aarav Kulkarni,+91 634478 0260,"455, Sunrise Boulevard, Wardha Road",225636.0
593.0,4,4,1.0,48,9.1,9,50.1,21.22647,79.07098,Kavya Rao,+91 750507 4908,"337, Church Street, Gandhibagh",120019.0
1359.0,5,5,3.0,13,0.5,3,34.0,21.14793,79.08394,Neha Patel,+91 944668 8228,"202, Ring Road, Hingna Road",271017.0
1795.0,2,2,3.0,27,0.9,10,28.5,21.14915,79.09595,Arjun Mehta,+91 789969 7849,"478, Green Valley Road, Trimurti Nagar",299566.0
2405.0,1,1,1.0,39,12.3,2,27.0,21.08194,78.99087,Ritu Verma,+91 809979 4311,"111, Sunrise Boulevard, Dharampeth",325599.0
1299.0,5,5,1.5,11,12.2,9,64.9,21.0749,79.17765,Sai Kulkarni,+91 780243 9002,"122, MG Road, Trimurti Nagar",269781.0
2877.0,3,3,1.0,57,2.7,4,42.9,21.16193,79.10713,Aarav Iyer,+91 963803 6654,"835, Market Street, Ramdaspeth",425063.0
1355.0,4,4,1.5,22,11.0,7,42.6,21.21918,79.16025,Aditya Kulkarni,+91 700058 0065,"319, Church Street, Laxmi Nagar",279802.0
1356.0,2,2,1.0,74,7.0,9,15.9,21.15586,79.0213,Amit Gupta,+91 930865 2907,"328, Station Road, Ramdaspeth",178119.0
2799.0,2,2,2.5,64,0.5,2,96.2,21.15022,79.08726,Kavya Nair,+91 977634 4874,"660, Church Street, Hingna Road",329374.0
1937.0,2,2,3.5,50,0.5,4,22.4,21.15024,79.08739,Arjun Reddy,+91 779630 8050,"765, Green Valley Road, Trimurti Nagar",376952.0
1441.0,2,2,3.0,9,9.6,10,40.6,21.07994,79.02878,Kabir Gupta,+91 680677 5557,"864, Church Street, Ramdaspeth",291270.0
1699.0,3,3,3.0,1,2.9,2,19.0,21.15963,79.06475,Kabir Iyer,+91 908790 2248,"627, College Road, Civil Lines",298184.0
2679.0,1,1,2.5,11,5.0,2,70.3,21.10812,79.11552,Priya Sharma,+91 876306 0247,"265, Church Street, Sitabuldi",365143.0
2753.0,5,5,2.0,39,0.5,6,43.6,21.14775,79.08384,Rahul Iyer,+91 961285 6385,"283, Church Street, Wardha Road",422278.0
1269.0,3,3,2.0,62,7.7,1,41.4,21.09993,79.03261,Sneha Verma,+91 707286 1002,"706, MG Road, Gandhibagh",135137.0
1772.0,5,5,1.5,12,5.6,10,87.5,21.17617,79.04461,Amit Rao,+91 716143 6048,"849, Hill Top Road, Laxmi Nagar",290614.0
1859.0,3,3,2.0,56,7.5,10,75.9,21.21329,79.08546,Aarav Verma,+91 628172 3575,"917, College Road, Sitabuldi",283160.0
1159.0,2,2,1.5,3,2.2,2,52.0,21.14934,79.06734,Meera Sharma,+91 952600 1863,"844, Green Valley Road, Dharampeth",181530.0
1764.0,3,3,2.5,21,0.5,2,46.9,21.14137,79.08731,Vikram Nair,+91 962736 2096,"626, College Road, Civil Lines",267228.0
1803.0,1,1,1.0,47,1.2,8,96.0,21.14269,79.09912,Rohan Reddy,+91 966809 4598,"172, Ring Road, Wardha Road",321160.0
2541.0,5,5,3.0,66,11.4,6,95.6,21.1726,79.19412,Meera Chauhan,+91 739012 2648,"416, Hill Top Road, Ramdaspeth",346718.0
2585.0,4,4,3.0,62,22.1,9,70.5,21.10631,78.8793,Aarav Gupta,+91 766743 1826,"122, College Road, Sadar",362247.0
1586.0,1,1,3.0,42,1.5,10,76.0,21.13564,79.07871,Anjali Iyer,+91 773163 8437,"439, Hill Top Road, Civil Lines",267087.0
1661.0,3,3,1.0,2,18.3,5,89.9,21.23036,79.23993,Amit Gupta,+91 637684 0108,"600, Park Avenue, Wardha Road",251142.0
2232.0,3,3,1.5,23,8.2,3,96.4,21.0811,79.12587,Riya Chauhan,+91 622629 8463,"674, Market Street, Sitabuldi",292423.0
1420.0,2,2,3.0,62,26.4,7,8.2,21.38026,79.04684,Riya Deshmukh,+91 744341 6099,"233, MG Road, Civil Lines",235675.0
2183.0,1,1,3.0,6,0.7,7,99.7,21.14158,79.09272,Rahul Patel,+91 820404 7380,"695, Park Avenue, Ramdaspeth",341405.0
1743.0,4,4,2.0,56,8.5,5,70.3,21.12081,79.01012,Priya Gupta,+91 975242 6957,"332, Lake View Lane, Gandhibagh",225476.0
1170.0,2,2,1.0,56,10.6,3,59.3,21.22383,79.14733,Suman Patel,+91 968541 7897,"695, Hill Top Road, Gandhibagh",155362.0
1178.0,3,3,2.0,60,1.1,3,41.3,21.13621,79.0875,Kabir Patel,+91 837380 8782,"935, College Road, Sitabuldi",190182.0
2741.0,2,2,2.0,17,1.2,6,33.6,21.1546,79.09442,Sanjay Gupta,+91 952766 7042,"289, Green Valley Road, Pratap Nagar",406037.0
1698.0,4,4,3.5,19,3.8,5,80.4,21.11193,79.08136,Vikram Agarwal,+91 995135 3676,"176, Ring Road, Laxmi Nagar",297498.0
2866.0,1,1,2.5,15,5.5,5,65.4,21.09977,79.1071,Pooja Nair,+91 856260 7382,"966, Station Road, Sitabuldi",415062.0
1466.0,2,2,1.5,31,10.7,1,20.1,21.10186,78.9965,Vivaan Iyer,+91 995925 7724,"470, Hill Top Road, Dharampeth",226616.0
